OrderID,OrderDate,Region,Segment,Category,SubCategory,Product,Quantity,UnitPrice,Discount,Sales,Profit,CustomerSegment
ORD1228,2023-06-25,East,Education,Furniture,Chairs,Ergo Chair,2,638.43,0.2,1021.49,157.18,Home Office
ORD1229,2023-04-13,East,Consumer,Office Supplies,Paper,Photo Paper,1,978.75,0.1,880.88,191.67,Education
ORD1230,2023-04-18,West,Consumer,Furniture,Tables,Office Desk,4,726.78,0.1,2616.41,232.14,Education
ORD1231,2023-07-02,South,Consumer,Furniture,Chairs,Executive Chair,4,862.92,0.0,3451.68,546.53,Consumer
ORD1232,2023-01-04,South,Consumer,Technology,Printers,LaserJet 500,5,995.87,0.2,3983.48,820.73,Corporate
ORD1233,2023-04-18,East,Home Office,Furniture,Storage,Steel Cabinet,6,632.08,0.1,3413.23,438.57,Home Office
ORD1234,2023-06-19,North,Home Office,Technology,Laptops,Ultrabook 13,2,41.69,0.2,66.7,13.43,Education
ORD1235,2023-08-15,East,Home Office,Office Supplies,Binders,3-Ring Binder,3,1496.92,0.15,3817.15,845.16,Consumer
ORD1236,2023-01-29,South,Home Office,Furniture,Storage,Mobile Drawer,6,141.93,0.2,681.26,134.84,Consumer
ORD1237,2023-08-24,East,Education,Office Supplies,Art,Markers Set,1,1154.73,0.0,1154.73,231.51,Consumer
ORD1238,2023-12-25,West,Home Office,Technology,Laptops,Gaming 16,4,1109.0,0.0,4436.0,758.51,Corporate
ORD1239,2023-06-07,South,Home Office,Furniture,Tables,Standing Desk,2,451.5,0.2,722.4,69.25,Corporate
ORD1240,2023-06-02,South,Consumer,Furniture,Chairs,Task Chair,1,1366.41,0.0,1366.41,153.92,Consumer
ORD1241,2023-05-20,East,Corporate,Office Supplies,Appliances,Shredder,3,1425.44,0.2,3421.06,661.99,Corporate
ORD1242,2023-07-17,South,Corporate,Office Supplies,Appliances,Shredder,6,905.19,0.2,4344.91,936.43,Education
ORD1243,2023-12-15,East,Corporate,Furniture,Bookcases,5-Shelf Bookcase,6,915.53,0.2,4394.54,440.41,Corporate
ORD1244,2023-11-26,South,Home Office,Furniture,Tables,Office Desk,3,273.03,0.05,778.14,104.32,Education
ORD1245,2023-02-23,West,Home Office,Furniture,Storage,Mobile Drawer,1,782.21,0.15,664.88,89.92,Corporate
ORD1246,2023-08-29,South,Home Office,Technology,Printers,LaserJet 500,5,397.75,0.1,1789.88,364.92,Consumer
ORD1247,2023-08-04,North,Home Office,Technology,Accessories,Keyboard,3,1225.59,0.2,2941.42,621.98,Education
ORD1248,2023-04-30,South,Education,Technology,Accessories,Charger,5,810.09,0.0,4050.45,456.2,Home Office
ORD1249,2023-05-03,North,Education,Technology,Printers,All-in-One 700,4,720.25,0.1,2592.9,398.4,Home Office
ORD1250,2023-08-14,South,Education,Technology,Laptops,Ultrabook 15,4,62.78,0.0,251.12,38.79,Consumer
ORD1251,2023-05-04,East,Consumer,Office Supplies,Art,Markers Set,6,397.03,0.2,1905.74,425.25,Corporate
ORD1252,2023-06-25,North,Home Office,Furniture,Tables,Meeting Table,2,803.58,0.2,1285.73,181.09,Education
ORD1253,2023-03-22,West,Consumer,Technology,Phones,Galaxy S22,2,747.77,0.2,1196.43,177.28,Corporate
ORD1254,2023-04-25,South,Education,Technology,Laptops,Ultrabook 15,2,861.27,0.05,1636.41,348.74,Home Office
ORD1255,2023-10-16,North,Consumer,Technology,Printers,All-in-One 700,6,786.68,0.15,4012.07,738.13,Education
ORD1256,2023-12-19,North,Consumer,Furniture,Chairs,Task Chair,3,1302.27,0.0,3906.81,331.82,Corporate
ORD1257,2023-06-30,South,Home Office,Furniture,Chairs,Task Chair,2,167.69,0.1,301.84,29.5,Home Office
ORD1258,2023-07-07,South,Education,Technology,Phones,Galaxy S22,5,1322.5,0.05,6281.88,1326.77,Consumer
ORD1259,2023-06-09,North,Education,Furniture,Chairs,Task Chair,3,350.65,0.05,999.35,117.08,Education
ORD1260,2023-12-22,East,Home Office,Office Supplies,Paper,Legal Paper,2,1249.88,0.2,1999.81,393.04,Consumer
ORD1261,2023-01-13,East,Corporate,Office Supplies,Paper,Photo Paper,6,496.39,0.0,2978.34,600.28,Home Office
ORD1262,2023-01-17,South,Consumer,Furniture,Bookcases,3-Shelf Bookcase,2,954.67,0.2,1527.47,169.19,Education
ORD1263,2023-03-15,West,Corporate,Technology,Phones,Pixel 7,1,1444.86,0.15,1228.13,229.14,Consumer
ORD1264,2023-03-01,East,Corporate,Technology,Accessories,USB-C Cable,6,1133.01,0.15,5778.35,1130.01,Home Office
ORD1265,2023-11-20,East,Education,Office Supplies,Appliances,Lamination Machine,3,257.9,0.15,657.64,132.36,Consumer
ORD1266,2023-07-12,South,Home Office,Furniture,Chairs,Task Chair,6,935.16,0.1,5049.86,517.12,Home Office
ORD1267,2023-09-08,East,Consumer,Furniture,Storage,Steel Cabinet,3,895.65,0.15,2283.91,404.99,Education
ORD1268,2023-01-07,West,Home Office,Technology,Printers,All-in-One 700,5,42.96,0.1,193.32,34.14,Education
ORD1269,2023-01-04,East,Home Office,Technology,Printers,InkJet 300,1,162.27,0.0,162.27,23.25,Education
ORD1270,2023-02-08,South,Home Office,Furniture,Chairs,Ergo Chair,5,1043.59,0.15,4435.26,593.93,Home Office
ORD1271,2023-03-25,East,Home Office,Furniture,Storage,Mobile Drawer,6,205.69,0.1,1110.73,152.54,Education
ORD1272,2023-12-03,East,Education,Technology,Laptops,Workstation 14,6,235.08,0.15,1198.91,231.3,Home Office
ORD1273,2023-12-23,North,Consumer,Office Supplies,Appliances,Lamination Machine,3,1447.14,0.1,3907.28,888.12,Corporate
ORD1274,2023-09-14,North,Corporate,Office Supplies,Appliances,Shredder,2,1342.21,0.05,2550.2,465.29,Corporate
ORD1275,2023-09-28,North,Corporate,Office Supplies,Art,Highlighters Pack,4,715.08,0.15,2431.27,640.18,Education
ORD1276,2023-05-25,North,Corporate,Office Supplies,Appliances,Lamination Machine,5,1167.13,0.1,5252.09,1227.93,Home Office
ORD1277,2023-12-15,West,Consumer,Office Supplies,Binders,3-Ring Binder,4,58.46,0.15,198.76,47.35,Education
ORD1278,2023-02-15,East,Home Office,Technology,Phones,XPhone Mini,1,11.84,0.0,11.84,1.62,Corporate
ORD1279,2023-01-09,West,Education,Office Supplies,Paper,Legal Paper,6,346.05,0.15,1764.86,420.36,Home Office
ORD1280,2023-11-15,West,Corporate,Office Supplies,Art,Sketch Pad,6,877.14,0.2,4210.27,742.68,Education
ORD1281,2023-03-05,South,Consumer,Technology,Phones,Pixel 7,5,232.88,0.2,931.52,222.6,Corporate
ORD1282,2023-10-01,West,Consumer,Office Supplies,Art,Sketch Pad,6,594.82,0.1,3212.03,782.37,Home Office
ORD1283,2023-04-12,North,Home Office,Furniture,Tables,Meeting Table,1,69.03,0.1,62.13,8.25,Corporate
ORD1284,2023-03-29,East,Corporate,Technology,Accessories,Wireless Mouse,1,370.65,0.0,370.65,63.12,Corporate
ORD1285,2023-11-06,West,Consumer,Furniture,Bookcases,5-Shelf Bookcase,6,323.42,0.0,1940.52,235.63,Corporate
ORD1286,2023-07-21,North,Consumer,Furniture,Storage,Steel Cabinet,2,496.43,0.05,943.22,142.14,Education
ORD1287,2023-03-18,West,Consumer,Technology,Laptops,Ultrabook 13,4,543.12,0.05,2063.86,377.17,Education
ORD1288,2023-06-15,West,Home Office,Technology,Accessories,Wireless Mouse,2,1037.3,0.05,1970.87,375.56,Education
ORD1289,2023-11-13,North,Consumer,Office Supplies,Binders,3-Ring Binder,3,1345.37,0.0,4036.11,904.02,Corporate
ORD1290,2023-09-19,South,Home Office,Office Supplies,Binders,3-Ring Binder,1,87.44,0.0,87.44,21.07,Home Office
ORD1291,2023-06-27,North,Home Office,Technology,Laptops,Ultrabook 15,4,1204.57,0.1,4336.45,831.75,Home Office
ORD1292,2023-01-07,North,Corporate,Office Supplies,Binders,2-Ring Binder,3,1343.28,0.15,3425.36,892.46,Home Office
ORD1293,2023-01-03,North,Consumer,Technology,Phones,Galaxy S22,1,254.36,0.1,228.92,44.39,Corporate
ORD1294,2023-01-12,West,Consumer,Furniture,Bookcases,5-Shelf Bookcase,4,247.72,0.2,792.7,58.08,Education
ORD1295,2023-08-26,South,Education,Furniture,Storage,Mobile Drawer,4,1118.98,0.2,3580.74,542.95,Consumer
ORD1296,2023-04-29,South,Education,Furniture,Storage,Steel Cabinet,5,991.47,0.1,4461.62,359.89,Corporate
ORD1297,2023-11-08,East,Corporate,Furniture,Bookcases,5-Shelf Bookcase,1,744.98,0.15,633.23,98.75,Education
ORD1298,2023-07-21,South,Home Office,Office Supplies,Paper,Legal Paper,3,1023.54,0.2,2456.5,441.33,Corporate
ORD1299,2023-11-28,West,Consumer,Furniture,Storage,Mobile Drawer,1,1303.73,0.05,1238.54,134.87,Corporate
ORD1300,2023-01-24,North,Consumer,Furniture,Storage,Steel Cabinet,4,946.86,0.15,3219.32,235.48,Corporate
ORD1301,2023-04-27,South,Home Office,Office Supplies,Art,Markers Set,2,735.14,0.05,1396.77,391.17,Corporate
ORD1302,2023-12-01,West,Education,Furniture,Bookcases,5-Shelf Bookcase,2,1191.5,0.05,2263.85,184.92,Consumer
ORD1303,2023-01-18,North,Education,Office Supplies,Appliances,Shredder,5,1102.34,0.1,4960.53,860.83,Corporate
ORD1304,2023-10-09,East,Consumer,Technology,Laptops,Workstation 14,4,1364.46,0.05,5184.95,983.66,Education
ORD1305,2023-02-10,East,Consumer,Technology,Printers,InkJet 300,6,155.12,0.2,744.58,127.51,Home Office
ORD1306,2023-04-21,East,Education,Furniture,Chairs,Executive Chair,6,777.08,0.0,4662.48,463.58,Consumer
ORD1307,2023-05-25,South,Home Office,Office Supplies,Art,Markers Set,3,475.1,0.15,1211.51,276.55,Education
ORD1308,2023-03-07,West,Home Office,Office Supplies,Paper,A4 Paper,3,988.54,0.0,2965.62,610.83,Consumer
ORD1309,2023-10-28,West,Home Office,Furniture,Bookcases,3-Shelf Bookcase,3,1326.73,0.05,3781.18,493.05,Corporate
ORD1310,2023-04-03,West,Consumer,Technology,Phones,XPhone Pro,2,1007.39,0.0,2014.78,268.58,Home Office
ORD1311,2023-06-20,West,Education,Technology,Accessories,Keyboard,4,1063.1,0.15,3614.54,604.19,Home Office
ORD1312,2023-10-11,South,Education,Office Supplies,Art,Sketch Pad,1,912.25,0.2,729.8,193.28,Home Office
ORD1313,2023-04-30,West,Home Office,Furniture,Chairs,Executive Chair,4,675.09,0.15,2295.31,287.68,Home Office
ORD1314,2023-09-08,North,Education,Office Supplies,Art,Sketch Pad,5,60.94,0.05,289.46,60.89,Consumer
ORD1315,2023-10-09,West,Home Office,Office Supplies,Binders,2-Ring Binder,5,963.6,0.1,4336.2,895.29,Education
ORD1316,2023-07-17,South,Education,Technology,Accessories,USB-C Cable,5,1401.47,0.2,5605.88,1041.17,Consumer
ORD1317,2023-01-12,South,Consumer,Furniture,Bookcases,5-Shelf Bookcase,2,602.09,0.05,1143.97,106.58,Corporate
ORD1318,2023-08-04,West,Corporate,Furniture,Storage,Mobile Drawer,3,17.36,0.05,49.48,3.64,Corporate
ORD1319,2023-06-27,South,Home Office,Office Supplies,Appliances,Label Maker,4,803.05,0.2,2569.76,604.16,Education
ORD1320,2023-11-04,East,Corporate,Furniture,Bookcases,5-Shelf Bookcase,2,310.76,0.05,590.44,81.48,Home Office
ORD1321,2023-06-06,West,Corporate,Technology,Laptops,Gaming 16,6,1303.53,0.05,7430.12,1156.85,Corporate
ORD1322,2023-07-12,East,Home Office,Office Supplies,Binders,3-Ring Binder,2,567.7,0.05,1078.63,258.93,Home Office
ORD1323,2023-10-30,West,Home Office,Office Supplies,Art,Highlighters Pack,1,55.28,0.0,55.28,11.3,Consumer
ORD1324,2023-10-29,West,Education,Furniture,Tables,Office Desk,4,1018.0,0.1,3664.8,532.04,Consumer
ORD1325,2023-08-08,East,Consumer,Furniture,Storage,Steel Cabinet,2,1499.13,0.0,2998.26,523.08,Education
ORD1326,2023-06-10,South,Corporate,Office Supplies,Art,Sketch Pad,1,1490.07,0.2,1192.06,274.43,Home Office
ORD1327,2023-11-20,South,Consumer,Office Supplies,Binders,2-Ring Binder,2,612.17,0.15,1040.69,273.76,Consumer
ORD1328,2023-04-12,South,Corporate,Technology,Phones,Pixel 7,3,1213.69,0.05,3459.02,584.83,Home Office
ORD1329,2023-12-31,West,Consumer,Office Supplies,Binders,2-Ring Binder,3,569.75,0.0,1709.25,414.64,Corporate
ORD1330,2023-08-01,West,Education,Furniture,Tables,Office Desk,1,556.03,0.2,444.82,65.05,Home Office
ORD1331,2023-11-01,East,Consumer,Technology,Accessories,USB-C Cable,1,672.18,0.05,638.57,73.62,Corporate
ORD1332,2023-09-24,West,Corporate,Technology,Printers,LaserJet 500,3,260.98,0.05,743.79,133.94,Corporate
ORD1333,2023-03-26,East,Consumer,Technology,Laptops,Ultrabook 13,2,1427.7,0.05,2712.63,620.14,Home Office
ORD1334,2023-04-27,East,Education,Office Supplies,Appliances,Shredder,5,518.46,0.15,2203.46,490.68,Education
ORD1335,2023-10-27,East,Corporate,Technology,Laptops,Ultrabook 15,4,915.78,0.05,3479.96,503.06,Education
ORD1336,2023-12-30,East,Corporate,Technology,Laptops,Gaming 16,3,786.64,0.2,1887.94,382.81,Corporate
ORD1337,2023-10-08,South,Education,Furniture,Bookcases,3-Shelf Bookcase,4,1391.28,0.15,4730.35,607.55,Education
ORD1338,2023-10-04,North,Corporate,Technology,Printers,LaserJet 500,5,533.92,0.05,2536.12,486.2,Corporate
ORD1339,2023-02-21,North,Home Office,Furniture,Tables,Office Desk,6,467.86,0.15,2386.09,206.87,Home Office
ORD1340,2023-10-18,East,Home Office,Office Supplies,Paper,Legal Paper,2,919.4,0.05,1746.86,400.88,Home Office
ORD1341,2023-03-31,South,Consumer,Office Supplies,Paper,Legal Paper,1,788.5,0.15,670.22,146.11,Home Office
ORD1342,2023-03-15,South,Education,Office Supplies,Art,Sketch Pad,5,285.03,0.0,1425.15,245.43,Consumer
ORD1343,2023-02-05,East,Home Office,Office Supplies,Binders,2-Ring Binder,4,730.48,0.0,2921.92,681.43,Corporate
ORD1344,2023-06-21,West,Corporate,Furniture,Bookcases,5-Shelf Bookcase,5,953.4,0.1,4290.3,842.54,Education
ORD1345,2023-01-26,South,Corporate,Office Supplies,Paper,Photo Paper,1,973.44,0.05,924.77,214.91,Education
ORD1346,2023-05-01,East,Consumer,Office Supplies,Paper,A4 Paper,5,1359.78,0.0,6798.9,1648.16,Corporate
ORD1347,2023-02-19,South,Corporate,Furniture,Storage,Mobile Drawer,3,1278.25,0.05,3643.01,360.57,Corporate
ORD1348,2023-12-11,West,Consumer,Office Supplies,Appliances,Shredder,2,1152.32,0.05,2189.41,627.66,Education
ORD1349,2023-06-24,South,Education,Furniture,Chairs,Task Chair,1,1107.94,0.05,1052.54,87.22,Education
